ticker,company,sector,revenue_usd,cogs_usd,energy_cost_usd,scope1_tco2e,measured_intensity_tco2e_per_usd_mm,grid_intensity_kgco2e_per_mwh,carbon_intensity_score,energy_mix_score,resource_waste_score,input_efficiency_score,n_indicators_available,environmental_score
MSFT,Microsoft,Information Technology,281724000000.0,87831000000.0,,,,120.2561,,95.65217391304348,,69.23076923076923,2,86.21595795508838
MSI,Motorola Solutions,Information Technology,11682000000.0,5647000000.0,,,,213.9618,,39.13043478260869,,44.61538461538461,2,41.08934543717152
MTB,M&T Bank,Financials,1657000000.0,,,,,210.982,,60.0,,,1,60.0
MTD,Mettler Toledo,Health Care,4026399000.0,,,,,482.5511,,10.526315789473683,,,1,10.526315789473683
MU,Micron Technology,Information Technology,37378000000.0,22505000000.0,,303884.3,8.13003103429825,142.1071,50.0,94.20289855072464,,24.615384615384617,3,63.545150501672246
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,9827592000.0,5639163000.0,675887000.0,,,356.816,,15.909090909090907,,23.4375,2,21.1796698586602
NDAQ,"Nasdaq, Inc.",Financials,8262000000.0,3013000000.0,,,,210.982,,60.0,,50.0,2,55.71428571428571
NDSN,Nordson Corporation,Industrials,2791687000.0,1251903000.0,,,,482.5511,,7.692307692307687,,85.18518518518519,2,64.03859685379547
NEE,NextEra Energy,Utilities,27412000000.0,,,42410123.6,1547.1371516124325,356.816,48.275862068965516,29.032258064516125,,,2,41.40314635309073
NEM,Newmont,Materials,22669000000.0,,,567759.3,25.045626185539724,492.1572,76.47058823529412,9.999999999999998,,,2,63.17647058823529
NFLX,Netflix,Communication Services,45183036000.0,23275329000.0,,,,178.4824,,52.38095238095239,,12.5,2,38.13775510204081
NI,NiSource,Utilities,6522800000.0,,,5027591.0,770.7719077696695,660.9703,62.06896551724138,0.0,,,2,39.90147783251231
NKE,"Nike, Inc.",Consumer Discretionary,46398000000.0,26487000000.0,,,,165.1811,,90.9090909090909,,50.0,2,62.26896378690307
NOC,Northrop Grumman,Industrials,41954000000.0,,,110192.3,2.6265028364399106,243.5116,53.333333333333336,71.7948717948718,,,2,56.79761252207808
NOW,ServiceNow,Information Technology,13278000000.0,2983000000.0,,,,178.4824,,49.27536231884058,,81.53846153846153,2,60.797897754419495
NRG,NRG Energy,Utilities,30713000000.0,,,22461424.3,731.3328004428092,348.5027,65.51724137931035,32.25806451612904,,,2,53.63896392817417
NSC,Norfolk Southern,Industrials,12180000000.0,,932000000.0,,,323.7885,,43.58974358974359,,50.0,2,48.250741774057836
NTAP,NetApp,Information Technology,6925000000.0,2026000000.0,,,,178.4824,,49.27536231884058,,73.84615384615385,2,58.05064500716675
NTRS,Northern Trust,Financials,8086400000.0,,,,,213.9618,,51.42857142857142,,,1,51.42857142857142
NUE,Nucor,Materials,32494000000.0,28616000000.0,,5497406.2,169.18219363574815,283.0228,35.29411764705882,70.0,,9.090909090909093,3,32.765469824293355
NVDA,Nvidia,Information Technology,215938000000.0,62475000000.0,,,,178.4824,,49.27536231884058,,75.38461538461539,2,58.60009555661729
NVR,"NVR, Inc.",Consumer Discretionary,10323959000.0,,,,,243.5116,,59.09090909090908,,,1,59.09090909090908
NWS,News Corp (Class B),Communication Services,8452000000.0,,,,,210.982,,19.047619047619047,,,1,19.047619047619047
NXPI,NXP Semiconductors,Information Technology,12269000000.0,5553000000.0,,,,,,,,46.15384615384615,1,46.15384615384615
O,Realty Income,Real Estate,5749377000.0,,,,,178.4824,,73.33333333333334,,,1,73.33333333333334
ODFL,Old Dominion,Industrials,5496389000.0,,,,,283.0228,,61.53846153846154,,,1,61.53846153846153
OKE,Oneok,Energy,33629000000.0,23373000000.0,,2501676.9,74.39046358797466,293.568,60.0,76.19047619047619,,30.000000000000004,3,55.884353741496604
OMC,Omnicom Group,Communication Services,17271900000.0,15804800000.0,,,,210.982,,19.047619047619047,,0.0,2,12.244897959183673
ON,ON Semiconductor,Information Technology,5995400000.0,4011500000.0,,,,311.4764,,24.63768115942029,,12.307692307692308,2,20.23411371237458
ORCL,Oracle Corporation,Information Technology,67357000000.0,,,,,348.5027,,13.043478260869568,,,1,13.043478260869568
ORLY,O'Reilly Automotive,Consumer Discretionary,17781992000.0,8607851000.0,,,,655.0494,,2.2727272727272707,,65.625,2,46.62514635778205
OTIS,Otis Worldwide,Industrials,14431000000.0,,,,,244.1532,,65.38461538461539,,,1,65.38461538461539
OXY,Occidental Petroleum,Energy,21593000000.0,3121000000.0,,7889828.4,365.3882461908952,348.5027,6.666666666666665,4.761904761904767,,90.0,3,24.25170068027211
PANW,Palo Alto Networks,Information Technology,9221000000.0,2451000000.0,,,,178.4824,,49.27536231884058,,76.92307692307692,2,59.14954610606784
PAYX,Paychex,Industrials,6512000000.0,1674500000.0,,,,210.982,,91.02564102564102,,96.2962962962963,2,94.85801731052163
PCAR,Paccar,Industrials,28444800000.0,22736700000.0,,,,120.2561,,96.15384615384616,,11.111111111111116,2,34.31793690861049
PCG,PG&E Corporation,Utilities,24935000000.0,,,671189.7,26.917573691598154,178.4824,89.65517241379311,90.32258064516128,,,2,89.8935324964246
PEG,Public Service Enterprise Group,Utilities,12168000000.0,,,463035.3,38.05352564102564,212.4217,86.20689655172413,80.64516129032258,,,2,84.220562529795
PEP,PepsiCo,Consumer Staples,93925000000.0,43066000000.0,,317942.6,3.3850689379824326,210.982,61.53846153846154,76.47058823529412,,68.75,3,66.07453428151813
PFE,Pfizer,Health Care,62579000000.0,16067000000.0,,225796.4,3.6081816583838027,210.982,19.999999999999996,73.6842105263158,,74.46808510638299,3,49.76147816349384
PFG,Principal Financial Group,Financials,15625500000.0,,,,,285.8481,,37.142857142857146,,,1,37.142857142857146
PG,Procter & Gamble,Consumer Staples,84284000000.0,41164000000.0,,1660556.1,19.70191376773765,482.5511,38.46153846153846,5.882352941176472,,62.5,3,41.82222823426348
PGR,Progressive Corporation,Financials,87671000000.0,,,,,482.5511,,2.857142857142858,,,1,2.857142857142858
PH,Parker Hannifin,Industrials,19850000000.0,12535000000.0,,,,482.5511,,7.692307692307687,,44.44444444444444,2,34.41536394904271
PHM,PulteGroup,Consumer Discretionary,17311953000.0,,,,,323.7885,,34.09090909090909,,,1,34.09090909090909
PKG,Packaging Corporation of America,Materials,8989300000.0,7099700000.0,,1498344.2,166.68085390408598,213.9618,41.17647058823529,85.0,,36.36363636363637,3,46.06187929717341
PLD,Prologis,Real Estate,8790127000.0,,,,,178.4824,,73.33333333333334,,,1,73.33333333333334
PLTR,Palantir Technologies,Information Technology,4475446000.0,789177000.0,,,,356.816,,8.695652173913048,,92.3076923076923,2,38.55709507883421
PM,Philip Morris International,Consumer Staples,40648000000.0,13366000000.0,,,,210.982,,76.47058823529412,,90.625,2,86.37997862438444
PNC,PNC Financial Services,Financials,23099000000.0,,,,,292.9175,,34.285714285714285,,,1,34.285714285714285
PNR,Pentair,Industrials,4176000000.0,2485700000.0,,,,,,,,64.81481481481481,1,64.81481481481481
PNW,Pinnacle West Capital,Utilities,5339939000.0,,,10549462.6,1975.5773614642412,311.4764,37.93103448275862,54.83870967741935,,,2,43.969489909423174
PODD,Insulet Corporation,Health Care,2708100000.0,768200000.0,,,,373.0301,,15.789473684210531,,70.2127659574468,2,45.4749058332485
PPG,PPG Industries,Materials,15875000000.0,9316000000.0,,198603.0,12.510425196850393,292.9175,88.23529411764706,60.0,,81.81818181818181,3,82.36822001527884
PPL,PPL Corporation,Utilities,9170000000.0,,6913000000.0,26919146.4,2935.5666739367502,292.9175,13.793103448275868,58.06451612903225,,0.0,3,25.903781979977754
PRU,Prudential Financial,Financials,60774000000.0,,,,,212.4217,,58.57142857142856,,,1,58.57142857142857
PSA,Public Storage,Real Estate,4824113000.0,,,,,178.4824,,73.33333333333334,,,1,73.33333333333334
PSKY,Paramount Skydance Corporation,Communication Services,12269000000.0,,,,,178.4824,,52.38095238095239,,,1,52.38095238095239
PSX,Phillips 66,Energy,132376000000.0,116093000000.0,,27912481.3,210.85756708164624,348.5027,19.999999999999996,4.761904761904767,,19.999999999999996,3,17.82312925170068
PTC,PTC Inc.,Information Technology,2739226000.0,444983000.0,,,,373.0301,,2.898550724637683,,93.84615384615384,2,35.3798375537506
PWR,Quanta Services,Industrials,28479697000.0,24204616000.0,,,,348.5027,,28.205128205128204,,3.703703703703709,2,10.389757367304867
PYPL,PayPal,Financials,33172000000.0,,,,,178.4824,,91.42857142857143,,,1,91.42857142857143
Q,Qnity Electronics,Information Technology,4754000000.0,2559000000.0,,,,318.9636,,23.188405797101453,,32.30769230769231,2,26.445293836598186
QCOM,Qualcomm,Information Technology,44284000000.0,19738000000.0,,48566.8,1.0967121307921597,178.4824,80.0,49.27536231884058,,49.23076923076923,3,58.481605351170565
RCL,Royal Caribbean Group,Consumer Discretionary,17935000000.0,9083000000.0,385322000.0,,,356.816,,15.909090909090907,,54.6875,2,43.0575447436648
RDDT,Reddit,Communication Services,2202506000.0,194216000.0,,,,178.4824,,52.38095238095239,,87.5,2,64.9234693877551
REG,Regency Centers,Real Estate,1553524000.0,,,,,356.816,,23.33333333333333,,,1,23.33333333333333
REGN,Regeneron Pharmaceuticals,Health Care,14342900000.0,,,,,210.982,,73.6842105263158,,,1,73.6842105263158
RF,Regions Financial Corporation,Financials,7073000000.0,,,,,322.4985,,32.85714285714286,,,1,32.85714285714286
RJF,Raymond James Financial,Financials,15912000000.0,,,,,356.816,,14.28571428571429,,,1,14.285714285714288
RL,Ralph Lauren Corporation,Consumer Discretionary,8114500000.0,2445300000.0,,,,210.982,,70.45454545454545,,84.375,2,80.2001442669566
RMD,ResMed|,Health Care,5146327000.0,2091357000.0,,,,178.4824,,82.45614035087719,,38.297872340425535,2,58.369812345176285
ROK,Rockwell Automation,Industrials,8342000000.0,4326000000.0,,,,524.8046,,2.564102564102566,,77.77777777777779,2,57.25314792672306
ROL,"Rollins, Inc.",Industrials,3761050000.0,,,,,323.7885,,43.58974358974359,,,1,43.58974358974359
ROP,Roper Technologies,Information Technology,7902500000.0,2430500000.0,,,,356.816,,8.695652173913048,,72.3076923076923,2,31.414237935977066
ROST,Ross Stores,Consumer Discretionary,22750559000.0,16447256000.0,,,,178.4824,,75.0,,18.75,2,35.61982520699172
RSG,Republic Services,Industrials,19027000000.0,9630000000.0,,10721712.3,563.4998843748358,311.4764,0.0,51.28205128205128,,79.62962962962963,3,32.958541707552
RTX,RTX Corporation,Industrials,88603000000.0,,,154646.3,1.745384467794544,373.0301,66.66666666666667,19.23076923076923,,,2,57.76539375114197
RVTY,Revvity,Health Care,2856051000.0,,,,,373.0301,,15.789473684210531,,,1,15.789473684210531
SBAC,SBA Communications,Real Estate,2815139000.0,198972000.0,,,,356.816,,23.33333333333333,,72.72727272727273,2,37.86096256684492
SBUX,Starbucks,Consumer Discretionary,37184400000.0,,,,,120.2561,,93.18181818181819,,,1,93.18181818181819
SCHW,Charles Schwab Corporation,Financials,23921000000.0,,,,,348.5027,,18.571428571428573,,,1,18.571428571428573
SHW,Sherwin-Williams,Materials,23574300000.0,12058800000.0,,,,482.5511,,19.999999999999996,,95.45454545454545,2,70.3030303030303
SJM,J.M. Smucker Company (The),Consumer Staples,9050900000.0,6016400000.0,,22250.9,2.458418499817698,482.5511,76.92307692307692,5.882352941176472,,34.375,3,52.59615508489861
SLB,Schlumberger,Energy,35708000000.0,,,,,348.5027,,4.761904761904767,,,1,4.761904761904767
SMCI,Supermicro,Information Technology,21972042000.0,19542120000.0,,,,178.4824,,49.27536231884058,,3.076923076923077,2,32.77591973244147
SNA,Snap-on,Industrials,5156100000.0,,,,,524.8046,,2.564102564102566,,,1,2.564102564102566
SNDK,Sandisk,Information Technology,7355000000.0,5143000000.0,,,,178.4824,,49.27536231884058,,9.230769230769232,2,34.97372193024367
SNPS,Synopsys,Information Technology,7054178000.0,1623549000.0,,,,178.4824,,49.27536231884058,,80.0,2,60.24844720496895
SO,Southern Company,Utilities,29553000000.0,,,76660447.7,2593.9988393733292,323.7885,17.24137931034483,51.61290322580645,,,2,29.516923565866836
SOLV,Solventum,Health Care,8325000000.0,,,,,339.0806,,35.08771929824561,,,1,35.08771929824561
SPG,Simon Property Group,Real Estate,6364505000.0,,,,,660.9703,,0.0,,,1,0.0
SPGI,S&P Global,Financials,15336000000.0,4563000000.0,,,,210.982,,60.0,,60.0,2,59.999999999999986
SRE,Sempra,Utilities,13702000000.0,,,,,178.4824,,90.32258064516128,,,1,90.32258064516128
STE,Steris,Health Care,5935900000.0,3309400000.0,,,,,,,,21.276595744680847,1,21.276595744680844
STLD,Steel Dynamics,Materials,18176581000.0,15784398000.0,,2569896.6,141.3850382533437,660.9703,47.05882352941176,0.0,,18.181818181818176,3,32.0855614973262
STT,State Street Corporation,Financials,13944000000.0,,,,,373.0301,,11.428571428571432,,,1,11.428571428571432
STX,Seagate Technology,Information Technology,9097000000.0,5897000000.0,,,,,,,,16.92307692307692,1,16.92307692307692
STZ,Constellation Brands,Consumer Staples,9139000000.0,4427500000.0,,,,210.982,,76.47058823529412,,65.625,2,68.87767871638076
SW,Smurfit Westrock,Materials,31179000000.0,25136000000.0,,,,,,,,31.818181818181824,1,31.818181818181827
SWK,Stanley Black & Decker,Industrials,15130400000.0,10542100000.0,,,,244.1532,,65.38461538461539,,22.22222222222222,2,34.00056094356613
SWKS,Skyworks Solutions,Information Technology,4086900000.0,2404800000.0,,24116.7,5.9009762900976295,178.4824,60.0,49.27536231884058,,27.692307692307693,3,47.09698996655519
SYF,Synchrony Financial,Financials,,,,,,244.1532,,41.42857142857142,,,1,41.42857142857142
SYK,Stryker Corporation,Health Care,25116000000.0,9051000000.0,,,,359.7763,,31.57894736842105,,44.680851063829785,2,38.72544029318945
SYY,Sysco,Consumer Staples,81370000000.0,66401000000.0,,,,348.5027,,23.529411764705888,,15.625,2,17.995596352616484
T,AT&T,Communication Services,125648000000.0,,,1613.4,0.012840634152553165,348.5027,66.66666666666667,4.761904761904767,,,2,29.523809523809526
TAP,Molson Coors Beverage Company,Consumer Staples,13040300000.0,6866200000.0,,377025.7,28.91234864228584,213.9618,23.076923076923073,61.76470588235294,,59.375,3,40.70068730514545
TDG,TransDigm Group,Industrials,8831000000.0,3520000000.0,,,,482.5511,,7.692307692307687,,90.74074074074075,2,68.07812861353449
TDY,Teledyne Technologies,Information Technology,6115400000.0,3500600000.0,,,,178.4824,,49.27536231884058,,30.76923076923077,2,42.666029622551356
TECH,Bio-Techne,Health Care,1219635000.0,429363000.0,,,,339.0806,,35.08771929824561,,46.808510638297875,2,41.4808782110014
TEL,TE Connectivity,Information Technology,17262000000.0,11183000000.0,,,,,,,,18.461538461538463,1,18.461538461538463
TER,Teradyne,Information Technology,3190024000.0,1332679000.0,,,,373.0301,,2.898550724637683,,55.38461538461539,2,21.643573817486864
TFC,Truist Financial,Financials,24542000000.0,,,,,283.0228,,38.57142857142857,,,1,38.57142857142857
TGT,Target Corporation,Consumer Staples,104780000000.0,75511000000.0,,,,339.0806,,29.411764705882348,,21.875,2,24.135336057145953
TJX,TJX Companies,Consumer Discretionary,60372000000.0,41679000000.0,,,,373.0301,,6.818181818181824,,21.875,2,17.359339717320402
TKO,TKO Group Holdings,Communication Services,4735151000.0,,,,,210.982,,19.047619047619047,,,1,19.047619047619047
TMO,Thermo Fisher Scientific,Health Care,44556000000.0,,,28392.3,0.6372273094532722,373.0301,90.0,15.789473684210531,,,2,63.496240601503764
TMUS,T-Mobile US,Communication Services,88309000000.0,,,,,120.2561,,95.23809523809523,,,1,95.23809523809521
TPL,Texas Pacific Land Corporation,Energy,798190000.0,,,,,348.5027,,4.761904761904767,,,1,4.761904761904767
TPR,"Tapestry, Inc.",Consumer Discretionary,7010700000.0,1721800000.0,,,,210.982,,70.45454545454545,,90.625,2,84.57571924395752
TRGP,Targa Resources,Energy,17028300000.0,10507800000.0,,3858294.2,226.5812911447414,348.5027,13.33333333333333,4.761904761904767,,40.0,3,17.82312925170068
TRMB,Trimble Inc.,Information Technology,3587300000.0,1109400000.0,,,,492.1572,,0.0,,70.76923076923076,2,25.27472527472527
TROW,T. Rowe Price,Financials,7314800000.0,,,,,235.8781,,50.0,,,1,50.0
TRV,Travelers Companies (The),Financials,48828000000.0,,,,,210.982,,60.0,,,1,60.0
TSCO,Tractor Supply,Consumer Discretionary,15524046000.0,9869538000.0,,,,298.1312,,43.18181818181818,,31.25,2,34.828447771180066
TSLA,"Tesla, Inc.",Consumer Discretionary,94827000000.0,77733000000.0,,80515.2,0.8490746306431712,348.5027,75.0,27.27272727272727,,3.125,3,42.68354833988459
TSN,Tyson Foods,Consumer Staples,54441000000.0,50879000000.0,,1874907.5,34.439255340644,450.6045,15.384615384615385,14.70588235294118,,6.25,3,12.242824199324934
TT,Trane Technologies,Industrials,21321900000.0,,,,,,,,,,0,
TTD,Trade Desk (The),Communication Services,2896284000.0,619067000.0,,,,178.4824,,52.38095238095239,,50.0,2,51.53061224489796
TTWO,Take-Two Interactive,Communication Services,6656400000.0,2846700000.0,,,,210.982,,19.047619047619047,,25.0,2,21.1734693877551
TXN,Texas Instruments,Information Technology,17682000000.0,7599000000.0,,1057774.3,59.8220959167515,348.5027,9.999999999999998,13.043478260869568,,50.76923076923077,3,21.561872909698998
TXT,Textron,Industrials,14799000000.0,,,55579.6,3.755632137306575,380.6256,46.666666666666664,17.948717948717952,,,2,41.27778792861928
TYL,Tyler Technologies,Information Technology,2332340000.0,1248640000.0,,,,348.5027,,13.043478260869568,,33.84615384615385,2,20.473005255613955
UAL,United Airlines Holdings,Industrials,59070000000.0,,11396000000.0,,,213.9618,,80.76923076923077,,0.0,2,22.040653646871267
UBER,Uber,Industrials,52017000000.0,,,,,178.4824,,94.87179487179486,,,1,94.87179487179485
UDR,"UDR, Inc.",Real Estate,1712317000.0,,,,,492.1572,,6.666666666666665,,,1,6.666666666666665
UHS,Universal Health Services,Health Care,17364829000.0,,,,,292.9175,,45.614035087719294,,,1,45.6140350877193
ULTA,Ulta Beauty,Consumer Discretionary,12392820000.0,7547596000.0,,,,213.9618,,65.90909090909092,,37.5,2,46.02011374090492
UNH,UnitedHealth Group,Health Care,447567000000.0,50655000000.0,,,,339.0806,,35.08771929824561,,91.48936170212765,2,65.8522515185449
UNP,Union Pacific Corporation,Industrials,24510000000.0,,2390000000.0,,,461.827,,15.384615384615385,,30.000000000000004,2,26.011691244851868
UPS,United Parcel Service,Industrials,88661000000.0,,4316000000.0,,,323.7885,,43.58974358974359,,80.0,2,70.0642132766485
URI,United Rentals,Industrials,16099000000.0,9955000000.0,,,,244.1532,,65.38461538461539,,50.0,2,54.198219742261195
USB,U.S. Bancorp,Financials,28656000000.0,,,,,339.0806,,21.42857142857143,,,1,21.42857142857143
V,Visa Inc.,Financials,40000000000.0,,,,,178.4824,,91.42857142857143,,,1,91.42857142857143
VEEV,Veeva Systems,Health Care,3195311000.0,782019000.0,,,,178.4824,,82.45614035087719,,78.72340425531915,2,80.42010248057281
VICI,Vici Properties,Real Estate,4006116000.0,26730000.0,,,,210.982,,63.33333333333333,,90.9090909090909,2,71.44385026737967
VLO,Valero Energy,Energy,122687000000.0,117255000000.0,,23517862.3,191.68992884331675,348.5027,26.66666666666667,4.761904761904767,,0.0,3,17.823129251700685
VLTO,Veralto,Industrials,5503000000.0,2204000000.0,,,,373.0301,,19.23076923076923,,88.88888888888889,2,69.88028283365071
VMC,Vulcan Materials Company,Materials,7941100000.0,5766500000.0,,636280.3,80.12495749959074,322.4985,58.82352941176471,44.99999999999999,,40.90909090909091,3,51.73032849503438
VMRK,Vivmark Residential,Real Estate,2701075000.0,,,,,213.9618,,56.666666666666664,,,1,56.666666666666664
VRSK,Verisk Analytics,Industrials,3072700000.0,925500000.0,,,,212.4217,,88.46153846153845,,94.44444444444444,2,92.81180343356509
VRSN,Verisign,Information Technology,1656600000.0,196300000.0,,,,243.5116,,36.23188405797102,,95.38461538461537,2,57.35785953177257
VRT,Vertiv,Industrials,10229900000.0,6514700000.0,,,,482.5511,,7.692307692307687,,40.74074074074075,2,31.722342775883362
VRTX,Vertex Pharmaceuticals,Health Care,12001300000.0,1651300000.0,,,,373.0301,,15.789473684210531,,89.36170212765957,2,55.91978010791001
VST,Vistra Corp.,Utilities,17738000000.0,,,86320993.1,4866.444531514263,348.5027,0.0,32.25806451612904,,,2,11.520737327188943
VTR,Ventas,Real Estate,5833980000.0,,,,,213.9618,,56.666666666666664,,,1,56.666666666666664
VTRS,Viatris,Health Care,14299900000.0,9286400000.0,,26031.8,1.8204183246036685,292.9175,60.0,45.614035087719294,,17.021276595744684,3,43.50989175065323
VZ,Verizon,Communication Services,138191000000.0,,,,,210.982,,19.047619047619047,,,1,19.047619047619047
WAB,Wabtec,Industrials,11167000000.0,7361000000.0,,,,292.9175,,57.692307692307686,,31.481481481481477,2,38.63400400533388
WAT,Waters Corporation,Health Care,3165286000.0,1288822000.0,,,,373.0301,,15.789473684210531,,36.170212765957444,2,26.906240456072485
WBD,Warner Bros. Discovery,Communication Services,37296000000.0,,,,,210.982,,19.047619047619047,,,1,19.047619047619047
WDAY,"Workday, Inc.",Information Technology,9552000000.0,,,,,178.4824,,49.27536231884058,,,1,49.275362318840585
WDC,Western Digital,Information Technology,9520000000.0,5828000000.0,,,,178.4824,,49.27536231884058,,23.076923076923073,2,39.91877687529861
WEC,WEC Energy Group,Utilities,9800100000.0,3265800000.0,,17942097.2,1830.8075631881306,524.8046,41.379310344827594,9.677419354838712,,19.999999999999996,3,28.800055617352616
WELL,Welltower,Real Estate,10838034000.0,6488081000.0,412992000.0,,,482.5511,,13.33333333333333,,13.636363636363635,2,13.422459893048126
WFC,Wells Fargo,Financials,83699000000.0,,,,,178.4824,,91.42857142857143,,,1,91.42857142857143
WM,Waste Management,Industrials,25204000000.0,15012000000.0,,11650459.6,462.24645294397715,348.5027,6.666666666666665,28.205128205128204,,62.96296296296296,3,28.12653813445579
WMB,Williams Companies,Energy,14899000000.0,,,2613825.4,175.43629773810324,293.568,33.333333333333336,76.19047619047619,,,2,41.125541125541126
WMT,Walmart,Consumer Staples,713163000000.0,535395000000.0,,,,450.6045,,14.70588235294118,,18.75,2,17.537136749824125
WRB,W. R. Berkley Corporation,Financials,14707856000.0,,,,,244.1532,,41.42857142857142,,,1,41.42857142857142
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,7806816000.0,4203765000.0,,,,178.4824,,75.0,,56.25,2,61.87327506899724
WST,West Pharmaceutical Services,Health Care,3074100000.0,1970100000.0,,,,292.9175,,45.614035087719294,,19.14893617021277,2,31.178526587261192
WTW,Willis Towers Watson,Financials,9708000000.0,,,,,,,,,,0,
WY,Weyerhaeuser,Real Estate,6905000000.0,5880000000.0,,41144.5,5.958653149891383,120.2561,0.0,96.66666666666667,,9.090909090909093,3,48.21818181818182
WYNN,Wynn Resorts,Consumer Discretionary,7137924000.0,,,,,291.374,,47.72727272727273,,,1,47.72727272727273
XEL,Xcel Energy,Utilities,14669000000.0,,,36005568.1,2454.5346035857933,339.0806,20.68965517241379,48.38709677419355,,,2,30.581598601620847
XOM,ExxonMobil,Energy,332238000000.0,,,32238522.1,97.03442140874915,348.5027,46.666666666666664,4.761904761904767,,,2,39.047619047619044
XYL,Xylem Inc.,Industrials,9035000000.0,5560000000.0,,,,210.982,,91.02564102564102,,53.703703703703695,2,63.88827381918919
XYZ,"Block, Inc.",Financials,24193683000.0,13833754000.0,,,,,,,,19.999999999999996,1,19.999999999999996
YUM,Yum! Brands,Consumer Discretionary,8214000000.0,2483000000.0,,,,786.9867,,0.0,,81.25,2,56.882474701011965
ZBH,Zimmer Biomet,Health Care,8231500000.0,2493700000.0,,,,660.9703,,1.7543859649122862,,63.829787234042556,2,35.61369574807425
ZBRA,Zebra Technologies,Information Technology,5396000000.0,2803000000.0,,,,213.9618,,39.13043478260869,,36.92307692307693,2,38.34209268991877
ZTS,Zoetis,Health Care,9467000000.0,2666000000.0,,,,212.4217,,64.91228070175438,,72.34042553191489,2,68.96399606366012
