ticker,company,sector,environmental_score,transition_score,governance_score,n_pillars_available,data_confidence_pct,final_score
GLW,Corning Inc.,Information Technology,34.21739130434782,64.6480413528526,79.69879518072288,3,89.99999999999999,59.52140927930777
GM,General Motors,Consumer Discretionary,32.459411850798695,74.73705529736924,44.837053052825226,3,94.64285714285714,50.67784006699771
GNRC,Generac,Industrials,30.08308671229836,75.1765719568991,68.91301724729027,3,87.64285714285714,58.05755863882924
GOOGL,Alphabet Inc. (Class A),Communication Services,42.94642857142858,82.49919038299208,68.79509987518185,3,92.97619047619048,64.74690627653416
GPC,Genuine Parts Company,Consumer Discretionary,27.431839090072767,74.27507129362539,47.50265242202016,3,84.66666666666667,49.73652093523944
GPN,Global Payments,Financials,37.495361781076056,72.80513027032498,55.26315734518551,3,83.47619047619048,55.18788313219551
GRMN,Garmin,Consumer Discretionary,57.8139374425023,74.24162575000031,75.8610032906802,3,82.25490196078431,69.30552216106094
GS,Goldman Sachs,Financials,65.70454545454545,60.70660062541476,48.5888274507273,3,93.58974358974356,58.33332451022917
GWW,W. W. Grainger,Industrials,49.9654691396945,72.9363057766696,55.30701259370032,3,84.66666666666667,59.40292917002147
HAL,Halliburton,Energy,65.62275819418676,75.12202320881201,65.43427477983296,3,86.66666666666666,68.72635206094391
HAS,Hasbro,Consumer Discretionary,53.59747428284688,91.09324469578392,39.15891158099067,3,93.47619047619047,61.28321018654049
HBAN,Huntington Bancshares,Financials,9.584415584415584,74.17214915091138,52.92133152671475,3,83.47619047619048,45.5592987540139
HCA,HCA Healthcare,Health Care,30.70175438596491,74.88084514654838,37.53267974931685,3,81.09523809523809,47.705093093943375
HD,Home Depot (The),Consumer Discretionary,22.18114911767166,74.87026555610005,54.79112455030717,3,89.30952380952381,50.61417974135962
HIG,Hartford (The),Financials,30.88311688311688,70.97305290344539,41.72942563906418,3,83.47619047619048,47.861865141875484
HII,Huntington Ingalls Industries,Industrials,39.83742412245975,74.53645072341371,60.35314358304951,3,86.66666666666666,58.242339476307656
HLT,Hilton Worldwide,Consumer Discretionary,38.99891277076188,74.9142033946969,46.7062184188342,3,81.09523809523809,53.539778194764324
HON,Honeywell Technologies,Industrials,39.525584965178986,76.0657327507455,73.71885747206827,3,81.33333333333333,63.10339172933091
HONA,Honeywell Aerospace,Industrials,33.33536350163428,23.53979172002903,11.526104417670686,3,87.37373737373737,22.800419879777998
HOOD,Robinhood Markets,Financials,68.15584415584415,64.86654082487733,57.39855395104964,3,88.22344322344323,63.47364631059037
HPE,Hewlett Packard Enterprise,Information Technology,10.173913043478263,95.03146888509367,80.65196883037768,3,87.99999999999999,61.952450252983205
HPQ,HP Inc.,Information Technology,29.80984233158146,92.97034354429744,53.7903634241399,3,94.66666666666666,58.85684976667293
HRL,Hormel Foods,Consumer Staples,32.54521913890392,74.5559814455231,31.315170865403186,3,98.80952380952381,46.138790483276736
HSIC,Henry Schein,Health Care,33.173979436017504,93.48414423286413,50.19685037999752,3,89.30952380952381,58.951658016293045
HST,Host Hotels & Resorts,Real Estate,39.6,61.27208057783619,63.12048192771084,3,83.53276353276352,54.66418750184901
HSY,Hershey Company (The),Consumer Staples,31.210715341966825,73.7170266368355,55.91088531526341,3,93.47619047619047,53.61287576468858
HUBB,Hubbell Incorporated,Industrials,34.018858288280136,73.59521084992662,52.03270631290523,3,84.66666666666667,53.21559181703733
