ticker,company,sector,sub_industry,has_climate_oversight_committee,has_third_party_assurance,assurance_level,emissions_boundary_stated,has_clawback_policy,has_psu_plan,performance_period_years,independent_director_count,board_size,lead_independent_director,buybacks_usd,dividends_paid_usd
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",,,,,1.0,1.0,,,,1.0,3182000000.0,143000000.0
HON,Honeywell Technologies,Industrials,Industrial Conglomerates,,,,1.0,1.0,1.0,3.0,,,1.0,3804000000.0,2976000000.0
HONA,Honeywell Aerospace,Industrials,Aerospace & Defense,,,,,,,,,,,,
HOOD,Robinhood Markets,Financials,Investment Banking & Brokerage,,,,,1.0,1.0,,,,1.0,653000000.0,
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",1.0,,,,1.0,0.0,2.0,11.0,12.0,1.0,202000000.0,684000000.0
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",,,,,1.0,0.0,3.0,11.0,12.0,0.0,850000000.0,1088000000.0
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,,,,,1.0,0.0,3.0,,,0.0,0.0,633192000.0
HSIC,Henry Schein,Health Care,Health Care Distributors,,,,,1.0,1.0,3.0,,,1.0,850000000.0,
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,,,,,1.0,1.0,3.0,,,1.0,205000000.0,623000000.0
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,,,,,1.0,1.0,3.0,,,1.0,0.0,1085296000.0
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,,,,,1.0,0.0,3.0,10.0,11.0,1.0,225000000.0,
HUM,Humana,Health Care,Managed Health Care,,,,,1.0,1.0,3.0,,,0.0,151000000.0,430000000.0
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,,,,,1.0,1.0,3.0,8.0,9.0,1.0,700000000.0,
IBKR,Interactive Brokers,Financials,Investment Banking & Brokerage,,,,,1.0,0.0,,,,1.0,,134000000.0
IBM,IBM,Information Technology,IT Consulting & Other Services,,,,,1.0,1.0,3.0,12.0,13.0,1.0,,6255000000.0
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,,,,,1.0,1.0,1.0,9.0,11.0,1.0,1294000000.0,1105000000.0
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,,,,,1.0,1.0,1.0,,,1.0,1216964000.0,
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,,,,,1.0,1.0,3.0,,,0.0,247800000.0,212600000.0
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,,,,,1.0,1.0,3.0,,,0.0,38000000.0,409000000.0
INCY,Incyte,Health Care,Biotechnology,,,,,1.0,1.0,3.0,,,1.0,0.0,
INTC,Intel,Information Technology,Semiconductors,,,,,1.0,1.0,3.0,10.0,11.0,1.0,,0.0
INTU,Intuit,Information Technology,Application Software,,,,,1.0,1.0,3.0,,,1.0,2772000000.0,1189000000.0
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,,,,,1.0,0.0,3.0,,,0.0,53207000.0,712842000.0
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,,,,,1.0,1.0,3.0,,,1.0,65000000.0,977000000.0
IQV,IQVIA,Health Care,Life Sciences Tools & Services,,,,,1.0,1.0,3.0,,,1.0,1244000000.0,
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,,,,,1.0,1.0,3.0,,,1.0,1018000000.0,31800000.0
IRM,Iron Mountain,Real Estate,Other Specialized REITs,,,,,1.0,0.0,3.0,10.0,11.0,1.0,,919388000.0
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,,,,,1.0,1.0,1.0,,,1.0,2295300000.0,
IT,Gartner,Information Technology,IT Consulting & Other Services,,,,,1.0,1.0,1.0,,,1.0,1991147000.0,
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,,,,,1.0,1.0,3.0,,,1.0,1500000000.0,1785000000.0
IVZ,Invesco,Financials,Asset Management & Custody Banks,,1.0,reasonable,,1.0,1.0,3.0,,,0.0,123600000.0,377300000.0
J,Jacobs Solutions,Industrials,Construction & Engineering,,,,,1.0,1.0,3.0,,,1.0,754130000.0,153027000.0
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,,,,,1.0,1.0,3.0,,,1.0,923292000.0,171048000.0
JBL,Jabil,Information Technology,Electronic Manufacturing Services,,,,,1.0,1.0,3.0,8.0,10.0,1.0,1000000000.0,36000000.0
JCI,Johnson Controls,Industrials,Building Products,,1.0,reasonable,,1.0,1.0,3.0,10.0,11.0,0.0,5991000000.0,976000000.0
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,,,,,1.0,0.0,3.0,8.0,10.0,1.0,35051000.0,164644000.0
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,,1.0,reasonable,,1.0,1.0,3.0,,,1.0,5953000000.0,
JPM,JPMorgan Chase,Financials,Diversified Banks,,,,,1.0,1.0,3.0,,,1.0,31591000000.0,16625000000.0
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,,,,,1.0,1.0,3.0,8.0,9.0,1.0,9000000.0,1250000000.0
KEY,KeyCorp,Financials,Regional Banks,,,,,1.0,0.0,3.0,,,1.0,,1054000000.0
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,,,,,1.0,1.0,3.0,9.0,11.0,1.0,375000000.0,
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,,,,1.0,1.0,1.0,3.0,9.0,10.0,1.0,436000000.0,1898000000.0
KIM,Kimco Realty,Real Estate,Retail REITs,,,,,1.0,0.0,3.0,6.0,9.0,1.0,120329000.0,711745000.0
KKR,KKR & Co.,Financials,Asset Management & Custody Banks,,,,,0.0,0.0,,,,1.0,3362000.0,649942000.0
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,,1.0,,,1.0,1.0,2.0,,,0.0,2149946000.0,904594000.0
KMB,Kimberly-Clark,Consumer Staples,Household Products,,,,,1.0,0.0,3.0,,,1.0,141000000.0,1660000000.0
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,,,,,1.0,0.0,3.0,8.0,11.0,1.0,0.0,2604000000.0
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,,1.0,limited,,1.0,1.0,,10.0,12.0,1.0,746000000.0,8779000000.0
KR,Kroger,Consumer Staples,Food Retail,,1.0,reasonable,,1.0,0.0,3.0,,,1.0,2699000000.0,885000000.0
KVUE,Kenvue,Consumer Staples,Personal Care Products,,,,,1.0,1.0,3.0,,,0.0,197000000.0,1581000000.0
L,Loews Corporation,Financials,Multi-line Insurance,,,,,1.0,1.0,,,,1.0,806000000.0,52000000.0
LDOS,Leidos,Industrials,Diversified Support Services,,,,,1.0,1.0,3.0,9.0,10.0,1.0,400000000.0,
LEN,Lennar,Consumer Discretionary,Homebuilding,,,,,1.0,1.0,3.0,,,1.0,1808369000.0,520959000.0
LH,Labcorp,Health Care,Health Care Services,,,,,1.0,1.0,3.0,10.0,11.0,1.0,450000000.0,240700000.0
LHX,L3Harris,Industrials,Aerospace & Defense,,,,,1.0,1.0,3.0,,,1.0,1154000000.0,903000000.0
LII,Lennox International,Industrials,Building Products,,,,,1.0,1.0,3.0,,,1.0,482300000.0,173000000.0
LIN,Linde plc,Materials,Industrial Gases,,,,,1.0,1.0,3.0,,,1.0,4601000000.0,2811000000.0
LITE,Lumentum,Information Technology,Communications Equipment,,,,1.0,1.0,1.0,3.0,,,0.0,0.0,
LLY,Lilly (Eli),Health Care,Pharmaceuticals,1.0,,,,1.0,0.0,3.0,11.0,12.0,1.0,4108000000.0,5384000000.0
LMT,Lockheed Martin,Industrials,Aerospace & Defense,,,,,1.0,1.0,3.0,,,1.0,3000000000.0,3131000000.0
LNT,Alliant Energy,Utilities,Electric Utilities,,,,,1.0,0.0,3.0,,,0.0,,521000000.0
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,,,,,1.0,1.0,3.0,11.0,12.0,1.0,211000000.0,2636000000.0
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,,,,1.0,1.0,1.0,3.0,,,1.0,3422321000.0,1149542000.0
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,1.0,1.0,3.0,,,0.0,1178349000.0,
LUV,Southwest Airlines,Industrials,Passenger Airlines,,,,,1.0,0.0,3.0,,,0.0,2550000000.0,399000000.0
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,,,,,1.0,1.0,,,,0.0,2217000000.0,833000000.0
LYB,LyondellBasell,Materials,Specialty Chemicals,1.0,,,,1.0,1.0,3.0,,,0.0,201000000.0,1764000000.0
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,,,,,1.0,0.0,,,,0.0,23531000.0,
MA,Mastercard,Financials,Transaction & Payment Processing Services,,,,,1.0,1.0,3.0,10.0,11.0,1.0,11727000000.0,2756000000.0
MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,,,,,1.0,0.0,,,,1.0,27235000.0,709024000.0
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",,,,,1.0,1.0,3.0,,,1.0,3300000000.0,718000000.0
MAS,Masco,Industrials,Building Products,,,,,1.0,1.0,3.0,9.0,10.0,1.0,571000000.0,261000000.0
MCD,McDonald's,Consumer Discretionary,Restaurants,,,,,1.0,1.0,3.0,11.0,12.0,1.0,2056000000.0,5115000000.0
MCHP,Microchip Technology,Information Technology,Semiconductors,,1.0,limited,1.0,1.0,1.0,,,,1.0,0.0,984000000.0
MCK,McKesson Corporation,Health Care,Health Care Distributors,,,,,1.0,1.0,3.0,10.0,11.0,1.0,4750000000.0,381000000.0
MCO,Moody's Corporation,Financials,Financial Exchanges & Data,,,,,1.0,0.0,3.0,,,1.0,1607000000.0,701000000.0
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,,,,,1.0,1.0,3.0,,,1.0,2385000000.0,2487000000.0
MDT,Medtronic,Health Care,Health Care Equipment,,,,,1.0,1.0,3.0,,,1.0,1035000000.0,3639000000.0
MET,MetLife,Financials,Life & Health Insurance,,,,,1.0,0.0,3.0,,,1.0,2883000000.0,1509000000.0
META,Meta Platforms,Communication Services,Interactive Media & Services,,1.0,limited,1.0,1.0,0.0,,,,1.0,26248000000.0,5324000000.0
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,,,,,1.0,1.0,3.0,,,0.0,1228272000.0,
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,,,,,1.0,1.0,3.0,,,1.0,34800000.0,483000000.0
MLM,Martin Marietta Materials,Materials,Construction Materials,,,,,1.0,1.0,3.0,9.0,10.0,1.0,450000000.0,197000000.0
MMM,3M,Industrials,Industrial Conglomerates,,,,,1.0,0.0,3.0,,,1.0,3251000000.0,1562000000.0
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,,,,,1.0,1.0,3.0,,,1.0,103646000.0,
MO,Altria,Consumer Staples,Tobacco,,,,,1.0,1.0,3.0,9.0,10.0,0.0,1000000000.0,6960000000.0
MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,,1.0,,,1.0,0.0,3.0,,,0.0,0.0,280400000.0
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,,,,,1.0,1.0,,10.0,11.0,1.0,3488000000.0,1140000000.0
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,,,,1.0,1.0,1.0,3.0,,,1.0,6600000.0,284797000.0
MRK,Merck & Co.,Health Care,Pharmaceuticals,,,,,1.0,1.0,3.0,12.0,13.0,1.0,5084000000.0,8176000000.0
MRNA,Moderna,Health Care,Biotechnology,,,,,1.0,1.0,3.0,,,1.0,2000000.0,
MRSH,Marsh McLennan,Financials,Insurance Brokers,,,,,1.0,1.0,3.0,,,0.0,2012000000.0,1699000000.0
MRVL,Marvell Technology,Information Technology,Semiconductors,,,,1.0,1.0,1.0,3.0,,,1.0,2040100000.0,205100000.0
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,1.0,,,,1.0,1.0,3.0,,,1.0,,6593000000.0
MSCI,MSCI,Financials,Financial Exchanges & Data,,,,,1.0,1.0,3.0,,,1.0,2484305000.0,556521000.0
MSFT,Microsoft,Information Technology,Systems Software,,,,,1.0,1.0,3.0,11.0,12.0,1.0,18420000000.0,24082000000.0
MSI,Motorola Solutions,Information Technology,Communications Equipment,,,,1.0,1.0,1.0,3.0,7.0,8.0,1.0,1154000000.0,728000000.0
MTB,M&T Bank,Financials,Regional Banks,1.0,,,,1.0,1.0,3.0,,,1.0,2631000000.0,899000000.0
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,1.0,,,,1.0,1.0,3.0,,,0.0,799995000.0,
MU,Micron Technology,Information Technology,Semiconductors,,,,,1.0,1.0,3.0,7.0,8.0,1.0,0.0,522000000.0
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",,,,,1.0,1.0,,,,1.0,,
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,,,,,1.0,1.0,2.0,11.0,12.0,1.0,616000000.0,601000000.0
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,,,,,1.0,1.0,1.0,,,0.0,306367000.0,179069000.0
NEE,NextEra Energy,Utilities,Multi-Utilities,,,,1.0,1.0,1.0,3.0,11.0,12.0,1.0,,4680000000.0
NEM,Newmont,Materials,Gold,,1.0,limited,1.0,1.0,1.0,3.0,,,1.0,2303000000.0,1106000000.0
NFLX,Netflix,Communication Services,Movies & Entertainment,,,,,1.0,1.0,2.0,,,1.0,9127167000.0,
NI,NiSource,Utilities,Multi-Utilities,1.0,,,1.0,1.0,1.0,3.0,,,1.0,,530400000.0
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,1.0,1.0,1.0,,,1.0,146000000.0,2407000000.0
NOC,Northrop Grumman,Industrials,Aerospace & Defense,,0.0,reasonable,,1.0,0.0,3.0,,,1.0,1624000000.0,1293000000.0
NOW,ServiceNow,Information Technology,Systems Software,,,,,1.0,0.0,3.0,,,1.0,1840000000.0,
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,,,,1.0,1.0,1.0,3.0,,,1.0,1311000000.0,411000000.0
NSC,Norfolk Southern,Industrials,Rail Transportation,,,,,1.0,1.0,3.0,11.0,12.0,1.0,534000000.0,1215000000.0
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",,,,,1.0,0.0,3.0,,,0.0,950000000.0,413000000.0
NTRS,Northern Trust,Financials,Asset Management & Custody Banks,,,,,1.0,1.0,3.0,,,1.0,1273500000.0,591600000.0
NUE,Nucor,Materials,Steel,,,,,1.0,1.0,3.0,,,1.0,700000000.0,512000000.0
NVDA,Nvidia,Information Technology,Semiconductors,,,,,1.0,1.0,3.0,,,1.0,40086000000.0,974000000.0
NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,,,,,1.0,0.0,3.0,,,1.0,1833316000.0,
NWS,News Corp (Class B),Communication Services,Publishing,,,,,1.0,1.0,3.0,,,1.0,150000000.0,185000000.0
NXPI,NXP Semiconductors,Information Technology,Semiconductors,,1.0,limited,1.0,1.0,1.0,3.0,,,0.0,899000000.0,1025000000.0
O,Realty Income,Real Estate,Retail REITs,,1.0,limited,,1.0,1.0,3.0,,,1.0,,2920895000.0
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,,,,,1.0,1.0,3.0,8.0,12.0,1.0,730338000.0,235641000.0
OKE,Oneok,Energy,Oil & Gas Storage & Transportation,,,,1.0,1.0,1.0,3.0,11.0,12.0,1.0,75000000.0,2583000000.0
OMC,Omnicom Group,Communication Services,Advertising,1.0,,,,1.0,1.0,,,,1.0,707900000.0,549600000.0
ON,ON Semiconductor,Information Technology,Semiconductors,,,,,1.0,1.0,3.0,,,0.0,1377600000.0,
ORCL,Oracle Corporation,Information Technology,Application Software,,,,,1.0,0.0,3.0,,,1.0,95000000.0,5787000000.0
ORLY,O'Reilly Automotive,Consumer Discretionary,Automotive Retail,,,,,1.0,0.0,,,,1.0,2096962000.0,
OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,,,,,1.0,1.0,3.0,9.0,10.0,1.0,809000000.0,647000000.0
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,1.0,,,,1.0,1.0,3.0,,,0.0,0.0,
PANW,Palo Alto Networks,Information Technology,Systems Software,,,,,1.0,1.0,3.0,,,1.0,0.0,
PAYX,Paychex,Industrials,Human Resource & Employment Services,,,,,1.0,0.0,3.0,,,1.0,611000000.0,1589600000.0
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,,,,,0.0,1.0,3.0,,,1.0,36100000.0,2267100000.0
PCG,PG&E Corporation,Utilities,Multi-Utilities,,,,,1.0,1.0,3.0,,,0.0,,
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,1.0,,,,1.0,1.0,3.0,,,1.0,,1258000000.0
PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,,,,,1.0,1.0,3.0,12.0,13.0,0.0,1000000000.0,7638000000.0
PFE,Pfizer,Health Care,Pharmaceuticals,,,,,1.0,0.0,1.0,,,1.0,,
PFG,Principal Financial Group,Financials,Life & Health Insurance,,,,,1.0,1.0,3.0,,,1.0,902700000.0,684000000.0
PG,Procter & Gamble,Consumer Staples,Personal Care Products,,,,,1.0,1.0,3.0,,,1.0,6500000000.0,9872000000.0
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,1.0,1.0,limited,1.0,1.0,1.0,3.0,,,1.0,,2871000000.0
PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,,,,,1.0,0.0,3.0,,,1.0,1766000000.0,861000000.0
PHM,PulteGroup,Consumer Discretionary,Homebuilding,,,,,1.0,1.0,3.0,,,0.0,1199996000.0,176684000.0
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,,,,,0.0,0.0,3.0,,,0.0,153000000.0,111900000.0
PLD,Prologis,Real Estate,Industrial REITs,,,,,1.0,1.0,3.0,,,1.0,,3764745000.0
PLTR,Palantir Technologies,Information Technology,Application Software,,,,,1.0,0.0,,,,0.0,74985000.0,
PM,Philip Morris International,Consumer Staples,Tobacco,,1.0,limited,,1.0,1.0,3.0,,,1.0,,8624000000.0
PNC,PNC Financial Services,Financials,Diversified Banks,,,,,1.0,1.0,3.0,,,1.0,1338000000.0,2635000000.0
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,,,,,1.0,1.0,1.0,,,0.0,225000000.0,164300000.0
PNW,Pinnacle West Capital,Utilities,Multi-Utilities,,,,,1.0,0.0,3.0,9.0,10.0,1.0,,422792000.0
PODD,Insulet Corporation,Health Care,Health Care Equipment,,,,,1.0,1.0,3.0,,,1.0,59600000.0,
PPG,PPG Industries,Materials,Specialty Chemicals,,,,,1.0,1.0,3.0,11.0,12.0,1.0,790000000.0,628000000.0
PPL,PPL Corporation,Utilities,Electric Utilities,1.0,,,,1.0,0.0,3.0,,,1.0,,794000000.0
PRU,Prudential Financial,Financials,Life & Health Insurance,1.0,,,,1.0,0.0,3.0,,,1.0,1000000000.0,1926000000.0
PSA,Public Storage,Real Estate,Self-Storage REITs,,,,1.0,1.0,0.0,3.0,,,1.0,0.0,
PSKY,Paramount Skydance Corporation,Communication Services,Movies & Entertainment,,,,,,,,,,,,
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,,,,,1.0,1.0,3.0,,,1.0,1207000000.0,1922000000.0
PTC,PTC Inc.,Information Technology,Application Software,,,,,1.0,1.0,3.0,,,1.0,299998000.0,
PWR,Quanta Services,Industrials,Construction & Engineering,,1.0,reasonable,,1.0,1.0,3.0,,,0.0,134555000.0,60416000.0
PYPL,PayPal,Financials,Transaction & Payment Processing Services,,,,,1.0,1.0,3.0,10.0,11.0,1.0,6052000000.0,130000000.0
Q,Qnity Electronics,Information Technology,Semiconductor Materials & Equipment,,,,,1.0,1.0,,9.0,10.0,0.0,,13000000.0
QCOM,Qualcomm,Information Technology,Semiconductors,,,,,1.0,1.0,3.0,,,1.0,8791000000.0,
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",,,,,1.0,1.0,3.0,,,1.0,1159000000.0,824000000.0
RDDT,Reddit,Communication Services,Interactive Media & Services,,,,,1.0,0.0,,7.0,8.0,1.0,,
REG,Regency Centers,Real Estate,Retail REITs,,,,,1.0,0.0,,,,1.0,,511564000.0
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,,,,,1.0,1.0,5.0,,,1.0,3438600000.0,370300000.0
RF,Regions Financial Corporation,Financials,Regional Banks,,,,,1.0,1.0,3.0,,,1.0,1067000000.0,912000000.0
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,,,,,1.0,0.0,,,,1.0,,
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,1.0,1.0,3.0,,,1.0,623800000.0,216500000.0
RMD,ResMed|,Health Care,Health Care Equipment,,,,,1.0,1.0,3.0,9.0,11.0,1.0,300025000.0,310880000.0
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,,,,,1.0,1.0,,,,1.0,425000000.0,591000000.0
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,,,,,1.0,1.0,3.0,,,1.0,216855000.0,327901000.0
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,,,,,1.0,1.0,3.0,,,0.0,500000000.0,355000000.0
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,1.0,,,,1.0,1.0,,,,1.0,1050021000.0,528085000.0
RSG,Republic Services,Industrials,Environmental & Facilities Services,,,,,1.0,1.0,3.0,,,0.0,870000000.0,738000000.0
RTX,RTX Corporation,Industrials,Aerospace & Defense,,,,,1.0,1.0,3.0,,,1.0,50000000.0,3574000000.0
RVTY,Revvity,Health Care,Health Care Equipment,,,,,1.0,0.0,3.0,9.0,10.0,1.0,820815000.0,32800000.0
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,,,,,1.0,1.0,3.0,,,1.0,497805000.0,479012000.0
SBUX,Starbucks,Consumer Discretionary,Restaurants,,1.0,reasonable,,1.0,0.0,,,,1.0,0.0,2771400000.0
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,,,,,1.0,1.0,3.0,,,1.0,7346000000.0,2329000000.0
SHW,Sherwin-Williams,Materials,Specialty Chemicals,,,,,1.0,1.0,3.0,,,1.0,,789800000.0
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,,,,,1.0,0.0,3.0,,,1.0,5600000.0,464700000.0
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,,,,,1.0,1.0,3.0,,,1.0,,1602000000.0
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",,,,,1.0,1.0,,,,1.0,,
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,,,,1.0,1.0,1.0,3.0,,,1.0,328600000.0,462200000.0
SNDK,Sandisk,Information Technology,"Technology Hardware, Storage & Peripherals",,,,,1.0,1.0,3.0,6.0,7.0,1.0,0.0,
SNPS,Synopsys,Information Technology,Application Software,,,,,1.0,1.0,3.0,,,1.0,0.0,
SO,Southern Company,Utilities,Electric Utilities,,,,,1.0,1.0,3.0,11.0,12.0,1.0,,3015000000.0
SOLV,Solventum,Health Care,Health Care Technology,,,,,1.0,1.0,3.0,,,1.0,,
SPG,Simon Property Group,Real Estate,Retail REITs,,,,,1.0,0.0,1.0,,,1.0,226826000.0,
SPGI,S&P Global,Financials,Financial Exchanges & Data,,,,,1.0,1.0,3.0,,,0.0,5001000000.0,1170000000.0
SRE,Sempra,Utilities,Multi-Utilities,,,,,1.0,1.0,3.0,9.0,11.0,1.0,58000000.0,1603000000.0
STE,Steris,Health Care,Health Care Equipment,,,,,1.0,0.0,,,,0.0,235500000.0,241800000.0
STLD,Steel Dynamics,Materials,Steel,1.0,1.0,reasonable,,1.0,0.0,3.0,,,1.0,900870000.0,291176000.0
STT,State Street Corporation,Financials,Asset Management & Custody Banks,,,,,1.0,1.0,3.0,12.0,13.0,1.0,1200000000.0,1120000000.0
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",,1.0,reasonable,1.0,1.0,1.0,3.0,,,1.0,0.0,600000000.0
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,,,,,1.0,1.0,3.0,,,1.0,924100000.0,715700000.0
SW,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials,1.0,,,,1.0,1.0,3.0,10.0,12.0,0.0,0.0,900000000.0
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,,,,,1.0,1.0,3.0,,,1.0,20100000.0,500600000.0
SWKS,Skyworks Solutions,Information Technology,Semiconductors,,,,1.0,1.0,0.0,4.0,,,1.0,830200000.0,432600000.0
SYF,Synchrony Financial,Financials,Consumer Finance,,,,,1.0,1.0,3.0,,,1.0,2941000000.0,427000000.0
SYK,Stryker Corporation,Health Care,Health Care Equipment,,,,,1.0,1.0,3.0,,,1.0,,1284000000.0
SYY,Sysco,Consumer Staples,Food Distributors,,1.0,limited,,1.0,1.0,3.0,,,1.0,1250000000.0,1000000000.0
T,AT&T,Communication Services,Integrated Telecommunication Services,,,,,1.0,1.0,3.0,,,1.0,4500000000.0,8180000000.0
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,,,,,1.0,1.0,3.0,,,0.0,647900000.0,376300000.0
TDG,TransDigm Group,Industrials,Aerospace & Defense,,,,,1.0,0.0,,8.0,10.0,1.0,500000000.0,159000000.0
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,,,,1.0,1.0,1.0,3.0,,,1.0,402900000.0,
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,,1.0,limited,,1.0,1.0,3.0,,,1.0,275731000.0,50391000.0
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,,1.0,reasonable,,1.0,1.0,3.0,,,0.0,1347000000.0,803000000.0
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,,,,,1.0,1.0,3.0,,,0.0,702095000.0,76313000.0
TFC,Truist Financial,Financials,Diversified Banks,1.0,,,,1.0,1.0,3.0,,,1.0,2500000000.0,2672000000.0
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,,,,,1.0,1.0,3.0,,,1.0,408000000.0,2053000000.0
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,,,,,1.0,1.0,3.0,,,1.0,2522000000.0,1842000000.0
TKO,TKO Group Holdings,Communication Services,Movies & Entertainment,,,,,1.0,1.0,,,,1.0,866846000.0,185155000.0
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,,,,,1.0,1.0,3.0,,,1.0,3000000000.0,636000000.0
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,,,,,1.0,0.0,3.0,,,1.0,9974000000.0,4121000000.0
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,,,,,1.0,1.0,3.0,,,1.0,8380000.0,147798000.0
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,1.0,0.0,3.0,9.0,10.0,0.0,1718700000.0,299300000.0
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,,,,,1.0,1.0,3.0,,,1.0,,
TRMB,Trimble Inc.,Information Technology,Application Software,,,,,1.0,1.0,,,,0.0,863400000.0,
